886548464,2001,FORD,E SUPER DUTY,195770
573195906,2001,FORD,E-150 ECONOLINE,26907
221807726,2001,FORD,E-150 ECONOLINE CLUB WAGON,136838
587757871,2001,FORD,E-250 ECONOLINE,158042
753016400,2001,FORD,E-350 ECONOLINE,228926
890174057,2001,FORD,E-350 ECONOLINE CLUB WAGON,229019
793691122,2001,FORD,E-450 ECONOLINE SUPER DUTY,52182
668713904,2001,FORD,E-450 ECONOLINE SUPER DUTY S,44021
170040052,2001,FORD,E-450 ECONOLINE SUPER DUTY STRIPPED,249146
986413949,2001,FORD,ECONOLINE,57262
465646411,2001,FORD,ESCAPE,122389
337920150,2001,FORD,ESCORT,20308
546406116,2001,FORD,EXCURSION,112761
155155270,2001,FORD,EXPEDITION,12710
395761578,2001,FORD,EXPLORER,65441
698675225,2001,FORD,EXPLORER SPORT TRAC,63887
361828021,2001,FORD,F-100 RANGER,97901
435139242,2001,FORD,F-150,241623
957625642,2001,FORD,F-250,80158
635923648,2001,FORD,F-250 SUPER DUTY,183214
304327807,2001,FORD,F-350,151868
970280555,2001,FORD,F-350 SUPER DUTY,77368
624897076,2001,FORD,F-450,17552
235214261,2001,FORD,F-450 SUPER DUTY,217614
918355038,2001,FORD,F-550 SUPER DUTY,29380
714271867,2001,FORD,F53,35855
590238585,2001,FORD,F650,78349
848962391,2001,FORD,F750,234629
689007009,2001,FORD,FIESTA,99651
123276141,2001,FORD,FOCUS,247203
457198421,2001,FORD,GRAND MARQUIS,78378
864896601,2001,FORD,KA,240784
257617014,2001,FORD,LOBO,166038
462377403,2001,FORD,MONDEO,133243
591269195,2001,FORD,MUSTANG,143204
156277168,2001,FORD,RANGER,161696
260197181,2001,FORD,SABLE,238981
678450488,2001,FORD,TAURUS,95829
490792347,2001,FORD,WINDSTAR,63819
177147175,2001,GMC,B7,156788
455136071,2001,GMC,C3500,202365
193322016,2001,GMC,C3500HD,181719
806000167,2001,GMC,C6500 TOPKICK,129093
304033226,2001,GMC,C7500 TOPKICK,198743
674475748,2001,GMC,JIMMY,108139
623244080,2001,GMC,SAFARI,14185
394960368,2001,GMC,SAVANA 1500,197796
131944378,2001,GMC,SAVANA 2500,203540
940161026,2001,GMC,SAVANA 3500,217530
729397640,2001,GMC,SIERRA 1500,59110
208018774,2001,GMC,SIERRA 1500 HD,204296
971348544,2001,GMC,SIERRA 2500,23413
243270421,2001,GMC,SIERRA 2500 HD,192031
409991535,2001,GMC,SIERRA 3500,25433
574260270,2001,GMC,SIERRA C3,65536
129438297,2001,GMC,SONOMA,67836
381840327,2001,GMC,T6500,33963
737448855,2001,GMC,T7500,150587
848032576,2001,GMC,W3500 FORWARD,55888
954360357,2001,GMC,W4500 FORWARD,42424
380001033,2001,GMC,W5500 FORWARD,8233
516646048,2001,GMC,YUKON,164477
754101622,2001,GMC,YUKON XL 1500,165385
260829495,2001,GMC,YUKON XL 2500,42572
707255030,2001,HONDA,ACCORD,181447
304567774,2001,HONDA,CB250 NIGHTHAWK,92716
699735171,2001,HONDA,CB750 NIGHTHAWK,17827
425617385,2001,HONDA,CBR1100XX SUPER BLACKBIRD,24727
792755441,2001,HONDA,CBR600F F4I,54376
898549517,2001,HONDA,CBR929RR,78985
404022509,2001,HONDA,CH80 ELITE,239645
630578460,2001,HONDA,CIVIC,74839
353141808,2001,HONDA,CMX250C REBEL,222577
713578805,2001,HONDA,CN250 HELIX,127002
253859155,2001,HONDA,CR-V,22968
912198782,2001,HONDA,CR125R,44404
255526801,2001,HONDA,CR250R,86031
374972035,2001,HONDA,CR500R,90845
117091915,2001,HONDA,CR80R,26085
151171530,2001,HONDA,CR80RB EXPERT,28149
660399923,2001,HONDA,GL1500C/CD VALKYRIE,214374
121612321,2001,HONDA,GL1500CF VALKYRIE INTERSTATE,175709
854936583,2001,HONDA,GL1800 GOLD WING,180224
490481434,2001,HONDA,GL1800A GOLD WING ABS,77080
482010472,2001,HONDA,INSIGHT,32055
558482966,2001,HONDA,NSS 250 JAZZ,84343
819261277,2001,HONDA,NSS250 REFLEX,147657
707810593,2001,HONDA,NSS250A REFLEX ABS,218334
705795810,2001,HONDA,ODYSSEY,64267
316001357,2001,HONDA,PASSPORT,8255
725294091,2001,HONDA,PRELUDE,116852
557030024,2001,HONDA,RVT1000R RC51,38957
929769300,2001,HONDA,S2000,206198
160790160,2001,HONDA,SA50 ELITE SR,158429
769583133,2001,HONDA,SA50P ELITE S,223060
161969215,2001,HONDA,ST1100,51825
957364386,2001,HONDA,ST1100 ABS,191354
389148677,2001,HONDA,TRX250EX SPORTRAX,230167
169709565,2001,HONDA,TRX250TM FOURTRAX RECON,164007
924206329,2001,HONDA,TRX300EX SPORTRAX,8464
131122995,2001,HONDA,TRX350FE FOURTRAX RANCHER 4X4 ES,40055
829966822,2001,HONDA,TRX350FM FOURTRAX RANCHER 4X4,70849
378839859,2001,HONDA,TRX350TE FOURTRAX RANCHER ES,141002
518952905,2001,HONDA,TRX350TM FOURTRAX RANCHER,240910
267132518,2001,HONDA,TRX400EX SPORTRAX,181664
645517742,2001,HONDA,TRX400FW FOREMAN 4X4,152078
339005304,2001,HONDA,TRX450FE FOURTRAX FOREMAN ES,167038
527190253,2001,HONDA,TRX450FM FOURTRAX FOREMAN S,75154
470564201,2001,HONDA,TRX500FA FOURTRAX FOREMAN RUBICON,88758
197475146,2001,HONDA,TRX90 SPORTRAX,153384
118175810,2001,HONDA,VF750C MAGNA,197501
514611738,2001,HONDA,VFR800 INTERCEPTOR,112706
327842199,2001,HONDA,VT1100C SHADOW SPIRIT,28485
831350916,2001,HONDA,VT1100C2 SHADOW SABRE,67221
878341930,2001,HONDA,VT1100C3 SHADOW AERO,36747
971619445,2001,HONDA,VT1100T SHADOW ACE TOUR,17395
658249113,2001,HONDA,VT600C SHADOW VLX,137487
206840110,2001,HONDA,VT600CD SHADOW VLX DELUXE,231074
124721534,2001,HONDA,VT750C/CD SHADOW ACE,48877
458993051,2001,HONDA,VT750DC SHADOW SPIRIT,240691
663610476,2001,HONDA,VTR1000 SUPER HAWK,26503
774400098,2001,HONDA,XR100R,72519
696622190,2001,HONDA,XR200R,232964
156632693,2001,HONDA,XR250R,8549
481139334,2001,HONDA,XR400R,132935
526356488,2001,HONDA,XR50R,120336
213545924,2001,HONDA,XR650L,53927
102527756,2001,HONDA,XR650R,241620
116373154,2001,HONDA,XR70R,65049
607492749,2001,HONDA,XR80R,219642
336019383,2001,JEEP,CHEROKEE,147078
452839597,2001,JEEP,GRAND CHEROKEE,231120
996540475,2001,JEEP,TJ,110924
552068635,2001,JEEP,WRANGLER,219778
218246136,2001,KIA,MAGENTIS,243643
181463056,2001,KIA,OPTIMA,208984
579317664,2001,KIA,RIO,248339
866132484,2001,KIA,SEPHIA,62973
449832603,2001,KIA,SPECTRA,78213
236012577,2001,KIA,SPORTAGE,190683
578819209,2001,LEXUS,ES300,54462
874054602,2001,LEXUS,GS300,235714
282059488,2001,LEXUS,GS430,128799
940612343,2001,LEXUS,IS300,125064
862844990,2001,LEXUS,LS430,114532
801720027,2001,LEXUS,LX470,154220
336632687,2001,LEXUS,RX300,161126
943484694,2001,LINCOLN,CONTINENTAL,3735
621041159,2001,LINCOLN,LS,84482
636791658,2001,LINCOLN,NAVIGATOR,202421
932743005,2001,LINCOLN,TOWN CAR,148564
143426773,2001,MAZDA,626,107865
504203334,2001,MAZDA,B2300,165513
765994161,2001,MAZDA,B2500,18336
884964968,2001,MAZDA,B3000,46579
826453746,2001,MAZDA,B4000,174358
652355536,2001,MAZDA,MIATA,82322
888860907,2001,MAZDA,MILLENIA,11970
521867687,2001,MAZDA,MPV,201967
659683322,2001,MAZDA,PROTEGE,202602
111907921,2001,MAZDA,TRIBUTE,21577
560739685,2001,MERCEDES-BENZ,C240,104693
661140801,2001,MERCEDES-BENZ,C320,130895
252587539,2001,MERCEDES-BENZ,CL500,77652
523869235,2001,MERCEDES-BENZ,CL55 AMG,205790
571261898,2001,MERCEDES-BENZ,CL600,243420
260550771,2001,MERCEDES-BENZ,CLK320,145192
430815483,2001,MERCEDES-BENZ,CLK430,73962
892469534,2001,MERCEDES-BENZ,CLK55 AMG,172701
890782236,2001,MERCEDES-BENZ,E320,235195
483981027,2001,MERCEDES-BENZ,E430,110899
393465938,2001,MERCEDES-BENZ,E55 AMG,49189
851241857,2001,MERCEDES-BENZ,ML320,21464
361758971,2001,MERCEDES-BENZ,ML430,78727
790268598,2001,MERCEDES-BENZ,ML55 AMG,109369
142036072,2001,MERCEDES-BENZ,S430,13318
688626737,2001,MERCEDES-BENZ,S500,114530
601103948,2001,MERCEDES-BENZ,S55 AMG,36414
466860540,2001,MERCEDES-BENZ,S600,82564
670086397,2001,MERCEDES-BENZ,SL500,27525
178273970,2001,MERCEDES-BENZ,SL600,120528
929215070,2001,MERCEDES-BENZ,SLK230,55290
283380812,2001,MERCEDES-BENZ,SLK320,44367
114254122,2001,MITSUBISHI,DIAMANTE,105945
359011463,2001,MITSUBISHI,ECLIPSE,199845
381839700,2001,MITSUBISHI,GALANT,72959
644362109,2001,MITSUBISHI,MIRAGE,168972
710524139,2001,MITSUBISHI,MONTERO,81362
106227977,2001,MITSUBISHI,MONTERO SPORT,105877
717210011,2001,NISSAN,ALMERA,13840
428377074,2001,NISSAN,ALTIMA,129739
181337342,2001,NISSAN,ALTRA EV,152600
554444296,2001,NISSAN,FRONTIER,217580
187271577,2001,NISSAN,MAXIMA,106900
483871823,2001,NISSAN,PATHFINDER,232861
274098139,2001,NISSAN,PICKUP,244235
360133949,2001,NISSAN,QUEST,40862
866180882,2001,NISSAN,SENTRA,210303
557913224,2001,NISSAN,TSUBAME,97631
597666775,2001,NISSAN,TSURU,240925
940297512,2001,NISSAN,URVAN,164349
757853923,2001,NISSAN,XTERRA,155925
680266242,2001,OLDSMOBILE,ALERO,189421
643265966,2001,OLDSMOBILE,AURORA,231452
731530519,2001,OLDSMOBILE,BRAVADA,216754
693298432,2001,OLDSMOBILE,INTRIGUE,44180
126366573,2001,OLDSMOBILE,SILHOUETTE,99886
987371210,2001,PONTIAC,AZTEK,95841
596939254,2001,PONTIAC,BONNEVILLE,140581
991877360,2001,PONTIAC,FIREBIRD,169212
473558650,2001,PONTIAC,GRAND AM,247559
219539354,2001,PONTIAC,GRAND PRIX,127070
713787242,2001,PONTIAC,MONTANA,81900
871881399,2001,PONTIAC,SUNFIRE,18856
986530207,2001,SATURN,L100,222064
506157715,2001,SATURN,L200,106547
128287243,2001,SATURN,L300,48031
127631719,2001,SATURN,LS SERIES,224262
952631528,2001,SATURN,LW SERIES,115497
572288127,2001,SATURN,LW200,108696
266330479,2001,SATURN,LW300,5869
542559826,2001,SATURN,SC SERIES,31696
195978907,2001,SATURN,SC1,176720
829206050,2001,SATURN,SC2,210482
142759521,2001,SATURN,SL,77404
868559697,2001,SATURN,SL SERIES,37919
648993437,2001,SATURN,SL1,170117
534794894,2001,SATURN,SL2,153121
926308635,2001,SATURN,SW SERIES,240309
252200144,2001,SATURN,SW2,72761
477275558,2001,SUBARU,FORESTER,45813
508097935,2001,SUBARU,IMPREZA,21709
925049005,2001,SUBARU,LEGACY,225960
173073137,2001,SUBARU,OUTBACK,68482
263033484,2001,TOYOTA,4RUNNER,85132
112468631,2001,TOYOTA,AVALON,84716
818250946,2001,TOYOTA,CAMRY,28046
792426664,2001,TOYOTA,CELICA,169588
115539594,2001,TOYOTA,COROLLA,80000
249230814,2001,TOYOTA,ECHO,14632
729177373,2001,TOYOTA,HIGHLANDER,207291
750134863,2001,TOYOTA,LAND CRUISER,248811
279068362,2001,TOYOTA,MR2 SPYDER,29869
698952539,2001,TOYOTA,PRIUS,132932
787747098,2001,TOYOTA,RAV4,54130
340427437,2001,TOYOTA,SEQUOIA,18755
957536091,2001,TOYOTA,SIENNA,141248
784749240,2001,TOYOTA,SOLARA,153120
317109199,2001,TOYOTA,TACOMA,106151
388086443,2001,TOYOTA,TUNDRA,13638
905628682,2001,VOLKSWAGEN,BEETLE,61345
419750674,2001,VOLKSWAGEN,CABRIO,105746
853424925,2001,VOLKSWAGEN,COMBI,212571
823896432,2001,VOLKSWAGEN,DERBY,9573
289643571,2001,VOLKSWAGEN,EUROVAN,86546
860988447,2001,VOLKSWAGEN,GOLF,158771
971983290,2001,VOLKSWAGEN,JETTA,96584
257534795,2001,VOLKSWAGEN,PANEL,144337
214057171,2001,VOLKSWAGEN,PASSAT,128137
259544114,2001,VOLKSWAGEN,POINTER,241855
371736814,2001,VOLKSWAGEN,POINTER TRUCK,80445
649034069,2001,VOLKSWAGEN,SEDAN,46851
531349324,2001,VOLVO,C70,86783
360412323,2001,VOLVO,S40,103511
861912153,2001,VOLVO,S60,75824
180907749,2001,VOLVO,S80,148663
477876339,2001,VOLVO,V40,21524
753913891,2001,VOLVO,V70,22088
428390482,2002,ACURA,CL,180102
643504573,2002,ACURA,EL,94915
107077308,2002,ACURA,MDX,55110
874747646,2002,ACURA,NSX,231076
548641791,2002,ACURA,RL,56797
724120957,2002,ACURA,RSX,134435
403945492,2002,ACURA,TL,59166
113632918,2002,AUDI,A3,242157
875473066,2002,AUDI,A4,55538
601475775,2002,AUDI,A4 QUATTRO,136679
145978663,2002,AUDI,A6,225467
218938238,2002,AUDI,A6 QUATTRO,37723
391585890,2002,AUDI,A8 QUATTRO,191167
194650829,2002,AUDI,ALLROAD QUATTRO,142761
353358038,2002,AUDI,RS4,41631
539904191,2002,AUDI,S3,229979
435526702,2002,AUDI,S4,123587
706495255,2002,AUDI,S6,16080
588906478,2002,AUDI,S8,94210
230739921,2002,AUDI,TT,248973
583553842,2002,AUDI,TT QUATTRO,174205
325139546,2002,BMW,320I,159063
220511726,2002,BMW,325CI,48631
438184382,2002,BMW,325I,83731
708349490,2002,BMW,325XI,134917
499888244,2002,BMW,330CI,114165
201052983,2002,BMW,330I,240272
929512252,2002,BMW,330XI,40773
178827322,2002,BMW,525I,98466
801646226,2002,BMW,530I,227391
419383175,2002,BMW,540I,232694
333984674,2002,BMW,745I,115943
390857930,2002,BMW,745LI,138322
792045164,2002,BMW,F650CS,246858
935266277,2002,BMW,F650GS,126683
574617944,2002,BMW,F650GS ABS,21880
991333957,2002,BMW,F650GS DAKAR,29751
768948209,2002,BMW,F650GS DAKAR ABS,30168
416085097,2002,BMW,K1200LT,112929
519796808,2002,BMW,K1200LTC,150465
933245896,2002,BMW,K1200RS,235218
306695600,2002,BMW,M3,236282
817799251,2002,BMW,M5,121068
878163897,2002,BMW,R1100S,179895
965115962,2002,BMW,R1100S ABS,224582
623324975,2002,BMW,R1100S BOXER CUP,38341
752088793,2002,BMW,R1150GS,74740
616680660,2002,BMW,R1150GS ADVENTURE,71762
582535840,2002,BMW,R1150R,183364
193204309,2002,BMW,R1150R ROADSTER,205217
100102412,2002,BMW,R1150RS,80438
635898344,2002,BMW,R1150RT,126045
691631273,2002,BMW,R1200C,153930
672600664,2002,BMW,R1200C AVANTGARDE,154383
280384599,2002,BMW,R1200C CLASSIC,130933
187310446,2002,BMW,R1200C EURO,38511
522778852,2002,BMW,R1200C INDEPENDENT,229462
316883692,2002,BMW,R1200C MONTANA,191236
403083924,2002,BMW,R1200C PHOENIX,149740
721308970,2002,BMW,R1200CL,152351
698567633,2002,BMW,X5,76765
437392194,2002,BMW,Z3,96685
465957142,2002,BMW,Z8,130068
316472224,2002,BUICK,CENTURY,239819
415761572,2002,BUICK,LESABRE,214682
621422975,2002,BUICK,PARK AVENUE,238707
328893038,2002,BUICK,REGAL,6713
199418157,2002,BUICK,RENDEZVOUS,3747
924275907,2002,CADILLAC,DEVILLE,192454
253002110,2002,CADILLAC,ELDORADO,60639
794632317,2002,CADILLAC,ESCALADE,48078
225255651,2002,CADILLAC,ESCALADE EXT,59607
526270639,2002,CADILLAC,SEVILLE,2871
311601374,2002,CHEVROLET,ASTRA,238569
203199152,2002,CHEVROLET,ASTRO,222406
214241317,2002,CHEVROLET,AVALANCHE 1500,183133
551031751,2002,CHEVROLET,AVALANCHE 2500,77166
983931948,2002,CHEVROLET,B7,166080
752402917,2002,CHEVROLET,BLAZER,59172
621630075,2002,CHEVROLET,C3500,173308
874297764,2002,CHEVROLET,C3500HD,12470
872315752,2002,CHEVROLET,C6500 KODIAK,189087
315902742,2002,CHEVROLET,C7500 KODIAK,134908
628925059,2002,CHEVROLET,CAMARO,227520
944914096,2002,CHEVROLET,CAVALIER,153085
102337464,2002,CHEVROLET,CHEVY,7835
524947046,2002,CHEVROLET,CHEVY PICKUP,2671
859719211,2002,CHEVROLET,CORSA,109346
905599767,2002,CHEVROLET,CORVETTE,86920
291315104,2002,CHEVROLET,EXPRESS 1500,143365
885342976,2002,CHEVROLET,EXPRESS 2500,102088
679399312,2002,CHEVROLET,EXPRESS 3500,100217
247809859,2002,CHEVROLET,G30,181216
272450692,2002,CHEVROLET,IMPALA,112290
934803335,2002,CHEVROLET,LUV,75936
125577559,2002,CHEVROLET,MALIBU,247323
256022364,2002,CHEVROLET,MONTE CARLO,145108
336447509,2002,CHEVROLET,P30,237667
684261520,2002,CHEVROLET,PRIZM,77513
377392255,2002,CHEVROLET,R25,151451
267359157,2002,CHEVROLET,S10,52320
435216550,2002,CHEVROLET,SILVERADO 1500,69349
551627394,2002,CHEVROLET,SILVERADO 1500 HD,72770
988438857,2002,CHEVROLET,SILVERADO 2500,83891
699775551,2002,CHEVROLET,SILVERADO 2500 HD,154808
555316222,2002,CHEVROLET,SILVERADO 3500,171920
700366199,2002,CHEVROLET,SONORA,141957
996414854,2002,CHEVROLET,SUBURBAN 1500,28900
698519286,2002,CHEVROLET,SUBURBAN 2500,76860
195295865,2002,CHEVROLET,T6500,219091
781799348,2002,CHEVROLET,T7500,96959
767273127,2002,CHEVROLET,TAHOE,6270
240102638,2002,CHEVROLET,TRACKER,194825
560814770,2002,CHEVROLET,TRAILBLAZER,75624
623030383,2002,CHEVROLET,TRAILBLAZER EXT,15190
181949906,2002,CHEVROLET,VENTURE,182499
671267356,2002,CHEVROLET,W3500 TILTMASTER,195681
166833496,2002,CHEVROLET,W4500 TILTMASTER,153990
506715734,2002,CHEVROLET,W5500 TILTMASTER,215950
815243708,2002,CHEVROLET,ZAFIRA,185590
516453247,2002,CHRYSLER,300M,77223
543216305,2002,CHRYSLER,CIRRUS,177594
780484719,2002,CHRYSLER,CONCORDE,207864
745031604,2002,CHRYSLER,GRAND VOYAGER,146399
842027622,2002,CHRYSLER,INTREPID,37374
756667623,2002,CHRYSLER,NEON,61106
246065932,2002,CHRYSLER,PROWLER,228068
349025227,2002,CHRYSLER,PT CRUISER,98817
303795248,2002,CHRYSLER,SEBRING,11350
986871894,2002,CHRYSLER,TOWN & COUNTRY,33860
500338290,2002,CHRYSLER,VOYAGER,101814
928945745,2002,DODGE,ATOS,44488
332495316,2002,DODGE,CARAVAN,40507
525343042,2002,DODGE,DAKOTA,170572
196297044,2002,DODGE,DURANGO,155028
897216492,2002,DODGE,GRAND CARAVAN,140297
513968711,2002,DODGE,INTREPID,119020
134934135,2002,DODGE,NEON,175570
218693810,2002,DODGE,RAM 1500,165696
984605580,2002,DODGE,RAM 1500 TRUCK,151710
393095030,2002,DODGE,RAM 1500 VAN,235827
893975759,2002,DODGE,RAM 2500,210054
939211595,2002,DODGE,RAM 2500 PICKUP,46247
883872572,2002,DODGE,RAM 2500 TRUCK,34332
242965752,2002,DODGE,RAM 2500 VAN,15807
625366292,2002,DODGE,RAM 3500,114926
964714100,2002,DODGE,RAM 3500 PICKUP,228540
358365436,2002,DODGE,RAM 3500 TRUCK,17166
970539410,2002,DODGE,RAM 3500 VAN,105391
164098012,2002,DODGE,RAM 4000,135422
482220002,2002,DODGE,STRATUS,12185
527967421,2002,DODGE,VIPER,227910
753784051,2002,FORD,COURIER,243426
711153546,2002,FORD,CROWN VICTORIA,181744
599365959,2002,FORD,E SUPER DUTY,173672
318583236,2002,FORD,E-150 ECONOLINE,64527
207218714,2002,FORD,E-150 ECONOLINE CLUB WAGON,198998
333744465,2002,FORD,E-250 ECONOLINE,210735
576150452,2002,FORD,E-350 ECONOLINE,49482
813118161,2002,FORD,E-350 ECONOLINE CLUB WAGON,155605
125724922,2002,FORD,E-450 ECONOLINE SUPER DUTY,36372
803549260,2002,FORD,E-450 ECONOLINE SUPER DUTY S,215731
696214397,2002,FORD,E-450 ECONOLINE SUPER DUTY STRIPPED,62179
318530011,2002,FORD,E-550 ECONOLINE SUPER DUTY,243225
362469207,2002,FORD,ECONOLINE,44997
144871787,2002,FORD,ESCAPE,132090
652856910,2002,FORD,ESCORT,137556
301202438,2002,FORD,EXCURSION,93662
484258596,2002,FORD,EXPEDITION,61510
863475928,2002,FORD,EXPLORER,158236
841236528,2002,FORD,EXPLORER SPORT TRAC,142169
258748862,2002,FORD,F-150,134145
829088289,2002,FORD,F-250,111536
670496059,2002,FORD,F-250 SUPER DUTY,203480
987110359,2002,FORD,F-350,219431
